message_id,user_id,sender_user_id,business_id,group_id,created_at,message_text,media_type,media_id,category
hist_msg_0110,user_082,user_072,,group_017,2026-07-11T04:00:53.145477,Historical message 110 for payment context,,,payment
hist_msg_0111,user_007,user_059,,,2026-07-13T23:00:53.145477,Historical message 111 for promotion context,,,promotion
hist_msg_0112,user_092,,biz_006,,2026-07-28T15:00:53.145477,Historical message 112 for forward context,,,forward
hist_msg_0113,user_044,user_071,,group_010,2026-07-20T15:00:53.145477,Historical message 113 for spam context,,,spam
hist_msg_0114,user_022,user_092,,group_005,2026-07-28T10:00:53.145477,Historical message 114 for greeting context,,,greeting
hist_msg_0115,user_025,user_051,,,2026-07-17T12:00:53.145477,Historical message 115 for payment context,,,payment
hist_msg_0116,user_097,user_082,,group_002,2026-07-28T04:00:53.145477,Historical message 116 for scam context,,,scam
hist_msg_0117,user_076,,biz_003,,2026-07-31T02:00:53.145477,Historical message 117 for forward context,,,forward
hist_msg_0118,user_056,,biz_008,,2026-07-07T13:00:53.145477,Historical message 118 for spam context,,,spam
hist_msg_0119,user_094,user_014,,,2026-07-09T23:00:53.145477,Historical message 119 for greeting context,,,greeting
hist_msg_0120,user_042,,biz_007,,2026-07-12T11:00:53.145477,Historical message 120 for greeting context,,,greeting
hist_msg_0121,user_044,user_018,,group_015,2026-07-17T23:00:53.145477,Historical message 121 for event context,,,event
hist_msg_0122,user_090,,biz_006,,2026-07-11T12:00:53.145477,Historical message 122 for spam context,,,spam
hist_msg_0123,user_080,,biz_005,,2026-07-02T14:00:53.145477,Historical message 123 for promotion context,,,promotion
hist_msg_0124,user_070,,biz_006,,2026-07-07T07:00:53.145477,Historical message 124 for urgent context,,,urgent
hist_msg_0125,user_075,,biz_007,,2026-07-22T05:00:53.145477,Historical message 125 for spam context,,,spam
hist_msg_0126,user_014,user_049,,,2026-07-30T17:00:53.145477,Historical message 126 for event context,,,event
hist_msg_0127,user_097,user_037,,,2026-07-27T17:00:53.145477,Historical message 127 for business_update context,,,business_update
hist_msg_0128,user_097,,biz_001,,2026-07-05T04:00:53.145477,Historical message 128 for promotion context,,,promotion
hist_msg_0129,user_087,,biz_009,,2026-07-08T01:00:53.145477,Historical message 129 for payment context,,,payment
hist_msg_0130,user_066,,biz_005,,2026-07-02T06:00:53.145477,Historical message 130 for personal context,,,personal
hist_msg_0131,user_088,user_007,,group_018,2026-07-08T10:00:53.145477,Historical message 131 for personal context,,,personal
hist_msg_0132,user_100,user_082,,group_008,2026-07-07T00:00:53.145477,Historical message 132 for promotion context,,,promotion
hist_msg_0133,user_078,user_100,,,2026-07-22T04:00:53.145477,Historical message 133 for payment context,,,payment
hist_msg_0134,user_010,user_023,,,2026-07-28T06:00:53.145477,Historical message 134 for spam context,,,spam
hist_msg_0135,user_036,,biz_005,,2026-07-26T00:00:53.145477,Historical message 135 for event context,,,event
hist_msg_0136,user_043,user_006,,group_005,2026-07-02T08:00:53.145477,Historical message 136 for event context,,,event
hist_msg_0137,user_100,,biz_010,,2026-07-16T00:00:53.145477,Historical message 137 for business_update context,,,business_update
hist_msg_0138,user_010,,biz_006,,2026-07-24T13:00:53.145477,Historical message 138 for spam context,,,spam
hist_msg_0139,user_065,user_054,,,2026-07-14T06:00:53.145477,Historical message 139 for spam context,,,spam
hist_msg_0140,user_029,user_085,,,2026-07-21T07:00:53.145477,Historical message 140 for promotion context,,,promotion
hist_msg_0141,user_097,,biz_009,,2026-07-14T18:00:53.145477,Historical message 141 for forward context,,,forward
hist_msg_0142,user_045,user_083,,group_008,2026-07-01T23:00:53.145477,Historical message 142 for scam context,,,scam
hist_msg_0143,user_088,user_015,,group_013,2026-07-23T01:00:53.145477,Historical message 143 for greeting context,,,greeting
hist_msg_0144,user_067,user_066,,group_017,2026-07-16T17:00:53.145477,Historical message 144 for forward context,,,forward
hist_msg_0145,user_084,user_042,,,2026-07-29T15:00:53.145477,Historical message 145 for spam context,,,spam
hist_msg_0146,user_069,,biz_001,,2026-07-25T12:00:53.145477,Historical message 146 for urgent context,,,urgent
hist_msg_0147,user_014,user_069,,,2026-07-11T16:00:53.145477,Historical message 147 for greeting context,,,greeting
hist_msg_0148,user_059,,biz_006,,2026-07-29T16:00:53.145477,Historical message 148 for personal context,,,personal
hist_msg_0149,user_033,,biz_002,,2026-07-05T11:00:53.145477,Historical message 149 for scam context,,,scam
hist_msg_0150,user_050,user_056,,group_013,2026-07-31T06:00:53.145477,Historical message 150 for promotion context,,,promotion
hist_msg_0151,user_001,,biz_010,,2026-07-07T00:00:53.145477,Historical message 151 for urgent context,,,urgent
hist_msg_0152,user_010,user_014,,group_017,2026-07-06T09:00:53.145477,Historical message 152 for business_update context,,,business_update
hist_msg_0153,user_037,user_051,,group_013,2026-07-16T13:00:53.145477,Historical message 153 for personal context,,,personal
hist_msg_0154,user_018,,biz_007,,2026-07-22T14:00:53.145477,Historical message 154 for spam context,,,spam
hist_msg_0155,user_094,,biz_006,,2026-07-14T01:00:53.145477,Historical message 155 for personal context,,,personal
hist_msg_0156,user_006,user_074,,,2026-07-19T01:00:53.145477,Historical message 156 for scam context,,,scam
hist_msg_0157,user_040,user_096,,,2026-07-25T05:00:53.145477,Historical message 157 for promotion context,,,promotion
hist_msg_0158,user_021,user_029,,,2026-07-05T10:00:53.145477,Historical message 158 for scam context,,,scam
hist_msg_0159,user_024,,biz_010,,2026-07-04T01:00:53.145477,Historical message 159 for personal context,,,personal
hist_msg_0160,user_071,user_038,,,2026-07-23T15:00:53.145477,Historical message 160 for urgent context,,,urgent
hist_msg_0161,user_075,user_046,,group_011,2026-07-10T11:00:53.145477,Historical message 161 for event context,,,event
hist_msg_0162,user_080,user_025,,,2026-07-16T04:00:53.145477,Historical message 162 for promotion context,,,promotion
hist_msg_0163,user_085,user_020,,group_019,2026-07-13T07:00:53.145477,Historical message 163 for scam context,,,scam
hist_msg_0164,user_022,user_041,,,2026-07-06T11:00:53.145477,Historical message 164 for payment context,,,payment
hist_msg_0165,user_047,user_087,,,2026-07-03T03:00:53.145477,Historical message 165 for promotion context,,,promotion
hist_msg_0166,user_046,user_071,,group_016,2026-07-25T23:00:53.145477,Historical message 166 for urgent context,,,urgent
hist_msg_0167,user_036,user_069,,,2026-07-23T16:00:53.145477,Historical message 167 for payment context,,,payment
hist_msg_0168,user_003,,biz_001,,2026-07-13T06:00:53.145477,Historical message 168 for scam context,,,scam
hist_msg_0169,user_005,,biz_005,,2026-07-03T01:00:53.145477,Historical message 169 for spam context,,,spam
hist_msg_0170,user_100,user_047,,,2026-07-24T00:00:53.145477,Historical message 170 for greeting context,,,greeting
hist_msg_0171,user_060,,biz_009,,2026-07-19T07:00:53.145477,Historical message 171 for urgent context,,,urgent
hist_msg_0172,user_085,user_079,,,2026-07-07T02:00:53.145477,Historical message 172 for event context,,,event
hist_msg_0173,user_021,user_073,,,2026-07-10T14:00:53.145477,Historical message 173 for scam context,,,scam
hist_msg_0174,user_006,user_098,,,2026-07-24T16:00:53.145477,Historical message 174 for forward context,,,forward
hist_msg_0175,user_030,user_086,,,2026-07-15T07:00:53.145477,Historical message 175 for payment context,,,payment
hist_msg_0176,user_059,user_006,,,2026-07-28T02:00:53.145477,Historical message 176 for promotion context,,,promotion
hist_msg_0177,user_095,user_070,,group_019,2026-07-26T06:00:53.145477,Historical message 177 for scam context,,,scam
hist_msg_0178,user_076,,biz_002,,2026-07-23T06:00:53.145477,Historical message 178 for spam context,,,spam
hist_msg_0179,user_052,user_063,,group_012,2026-07-02T23:00:53.145477,Historical message 179 for forward context,,,forward
hist_msg_0180,user_018,user_030,,group_006,2026-07-15T10:00:53.145477,Historical message 180 for urgent context,,,urgent
hist_msg_0181,user_024,user_047,,,2026-07-09T15:00:53.145477,Historical message 181 for scam context,,,scam
hist_msg_0182,user_043,,biz_002,,2026-07-10T03:00:53.145477,Historical message 182 for forward context,,,forward
hist_msg_0183,user_076,user_083,,,2026-07-31T11:00:53.145477,Historical message 183 for greeting context,,,greeting
hist_msg_0184,user_074,,biz_003,,2026-07-11T02:00:53.145477,Historical message 184 for event context,,,event
hist_msg_0185,user_074,user_008,,,2026-07-23T13:00:53.145477,Historical message 185 for event context,,,event
hist_msg_0186,user_077,,biz_001,,2026-07-29T12:00:53.145477,Historical message 186 for business_update context,,,business_update
hist_msg_0187,user_061,user_029,,group_006,2026-07-12T14:00:53.145477,Historical message 187 for greeting context,,,greeting
hist_msg_0188,user_099,user_080,,,2026-07-23T13:00:53.145477,Historical message 188 for spam context,,,spam
hist_msg_0189,user_059,,biz_010,,2026-07-24T06:00:53.145477,Historical message 189 for urgent context,,,urgent
hist_msg_0190,user_014,user_026,,,2026-07-04T02:00:53.145477,Historical message 190 for spam context,,,spam
hist_msg_0191,user_020,,biz_002,,2026-07-15T23:00:53.145477,Historical message 191 for event context,,,event
hist_msg_0192,user_069,,biz_002,,2026-07-16T14:00:53.145477,Historical message 192 for urgent context,,,urgent
hist_msg_0193,user_001,,biz_007,,2026-07-18T07:00:53.145477,Historical message 193 for spam context,,,spam
hist_msg_0194,user_068,user_062,,group_008,2026-07-20T00:00:53.145477,Historical message 194 for greeting context,,,greeting
hist_msg_0195,user_055,user_033,,,2026-07-07T11:00:53.145477,Historical message 195 for forward context,,,forward
hist_msg_0196,user_077,,biz_007,,2026-07-25T18:00:53.145477,Historical message 196 for business_update context,,,business_update
hist_msg_0197,user_067,user_067,,,2026-07-19T12:00:53.145477,Historical message 197 for personal context,,,personal
hist_msg_0198,user_047,user_020,,,2026-07-11T00:00:53.145477,Historical message 198 for greeting context,,,greeting
hist_msg_0199,user_069,user_047,,group_019,2026-07-23T06:00:53.145477,Historical message 199 for scam context,,,scam
hist_msg_0200,user_071,,biz_008,,2026-07-20T01:00:53.145477,Historical message 200 for event context,,,event
